"gutenberg_id","text"
11,"bed!” On various pretexts they all moved off, and Alice was soon left"
11,"alone."
11,""
11,"“I wish I hadn’t mentioned Dinah!” she said to herself in a melancholy"
11,"tone. “Nobody seems to like her, down here, and I’m sure she’s the best"
11,"cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you"
11,"any more!” And here poor Alice began to cry again, for she felt very"
11,"lonely and low-spirited. In a little while, however, she again heard a"
11,"little pattering of footsteps in the distance, and she looked up"
11,"eagerly, half hoping that the Mouse had changed his mind, and was"
11,"coming back to finish his story."
11,""
11,""
11,""
11,""
11,"CHAPTER IV."
11,"The Rabbit Sends in a Little Bill"
11,""
11,""
11,"It was the White Rabbit, trotting slowly back again, and looking"
11,"anxiously about as it went, as if it had lost something; and she heard"
11,"it muttering to itself “The Duchess! The Duchess! Oh my dear paws! Oh"
11,"my fur and whiskers! She’ll get me executed, as sure as ferrets are"
11,"ferrets! Where _can_ I have dropped them, I wonder?” Alice guessed in a"
11,"moment that it was looking for the fan and the pair of white kid"
11,"gloves, and she very good-naturedly began hunting about for them, but"
11,"they were nowhere to be seen—everything seemed to have changed since"
11,"her swim in the pool, and the great hall, with the glass table and the"
11,"little door, had vanished completely."
11,""
11,"Very soon the Rabbit noticed Alice, as she went hunting about, and"
11,"called out to her in an angry tone, “Why, Mary Ann, what _are_ you"
11,"doing out here? Run home this moment, and fetch me a pair of gloves and"
11,"a fan! Quick, now!” And Alice was so much frightened that she ran off"
11,"at once in the direction it pointed to, without trying to explain the"
11,"mistake it had made."
11,""
11,"“He took me for his housemaid,” she said to herself as she ran. “How"
11,"surprised he’ll be when he finds out who I am! But I’d better take him"
11,"his fan and gloves—that is, if I can find them.” As she said this, she"
11,"came upon a neat little house, on the door of which was a bright brass"
11,"plate with the name “W. RABBIT,” engraved upon it. She went in without"
11,"knocking, and hurried upstairs, in great fear lest she should meet the"
11,"real Mary Ann, and be turned out of the house before she had found the"
11,"fan and gloves."
11,""
11,"“How queer it seems,” Alice said to herself, “to be going messages for"
11,"a rabbit! I suppose Dinah’ll be sending me on messages next!” And she"
11,"began fancying the sort of thing that would happen: “‘Miss Alice! Come"
11,"here directly, and get ready for your walk!’ ‘Coming in a minute,"
11,"nurse! But I’ve got to see that the mouse doesn’t get out.’ Only I"
11,"don’t think,” Alice went on, “that they’d let Dinah stop in the house"
11,"if it began ordering people about like that!”"
11,""
11,"By this time she had found her way into a tidy little room with a table"
11,"in the window, and on it (as she had hoped) a fan and two or three"
11,"pairs of tiny white kid gloves: she took up the fan and a pair of the"
11,"gloves, and was just going to leave the room, when her eye fell upon a"
11,"little bottle that stood near the looking-glass. There was no label"
11,"this time with the words “DRINK ME,” but nevertheless she uncorked it"
11,"and put it to her lips. “I know _something_ interesting is sure to"
11,"happen,” she said to herself, “whenever I eat or drink anything; so"
11,"I’ll just see what this bottle does. I do hope it’ll make me grow large"
11,"again, for really I’m quite tired of being such a tiny little thing!”"
11,""
11,"It did so indeed, and much sooner than she had expected: before she had"
11,"drunk half the bottle, she found her head pressing against the ceiling,"
11,"and had to stoop to save her neck from being broken. She hastily put"
11,"down the bottle, saying to herself “That’s quite enough—I hope I shan’t"
11,"grow any more—As it is, I can’t get out at the door—I do wish I hadn’t"
11,"drunk quite so much!”"
11,""
11,"Alas! it was too late to wish that! She went on growing, and growing,"
11,"and very soon had to kneel down on the floor: in another minute there"
11,"was not even room for this, and she tried the effect of lying down with"
11,"one elbow against the door, and the other arm curled round her head."
11,"Still she went on growing, and, as a last resource, she put one arm out"
11,"of the window, and one foot up the chimney, and said to herself “Now I"
11,"can do no more, whatever happens. What _will_ become of me?”"
11,""
11,"Luckily for Alice, the little magic bottle had now had its full effect,"
11,"and she grew no larger: still it was very uncomfortable, and, as there"
11,"seemed to be no sort of chance of her ever getting out of the room"
11,"again, no wonder she felt unhappy."
11,""
11,"“It was much pleasanter at home,” thought poor Alice, “when one wasn’t"
11,"always growing larger and smaller, and being ordered about by mice and"
11,"rabbits. I almost wish I hadn’t gone down that rabbit-hole—and yet—and"
11,"yet—it’s rather curious, you know, this sort of life! I do wonder what"
11,"_can_ have happened to me! When I used to read fairy-tales, I fancied"
11,"that kind of thing never happened, and now here I am in the middle of"
11,"one! There ought to be a book written about me, that there ought! And"
11,"when I grow up, I’ll write one—but I’m grown up now,” she added in a"
11,"sorrowful tone; “at least there’s no room to grow up any more _here_.”"
11,""
11,"“But then,” thought Alice, “shall I _never_ get any older than I am"
11,"now? That’ll be a comfort, one way—never to be an old woman—but"
11,"then—always to have lessons to learn! Oh, I shouldn’t like _that!_”"
11,""
11,"“Oh, you foolish Alice!” she answered herself. “How can you learn"
11,"lessons in here? Why, there’s hardly room for _you_, and no room at all"
11,"for any lesson-books!”"
11,""
11,"And so she went on, taking first one side and then the other, and"
11,"making quite a conversation of it altogether; but after a few minutes"
11,"she heard a voice outside, and stopped to listen."
11,""
11,"“Mary Ann! Mary Ann!” said the voice. “Fetch me my gloves this moment!”"
11,"Then came a little pattering of feet on the stairs. Alice knew it was"
11,"the Rabbit coming to look for her, and she trembled till she shook the"
11,"house, quite forgetting that she was now about a thousand times as"
11,"large as the Rabbit, and had no reason to be afraid of it."
11,""
11,"Presently the Rabbit came up to the door, and tried to open it; but, as"
11,"the door opened inwards, and Alice’s elbow was pressed hard against it,"
11,"that attempt proved a failure. Alice heard it say to itself “Then I’ll"
11,"go round and get in at the window.”"
11,""
11,"“_That_ you won’t!” thought Alice, and, after waiting till she fancied"
11,"she heard the Rabbit just under the window, she suddenly spread out her"
11,"hand, and made a snatch in the air. She did not get hold of anything,"
11,"but she heard a little shriek and a fall, and a crash of broken glass,"
11,"from which she concluded that it was just possible it had fallen into a"
11,"cucumber-frame, or something of the sort."
11,""
11,"Next came an angry voice—the Rabbit’s—“Pat! Pat! Where are you?” And"
11,"then a voice she had never heard before, “Sure then I’m here! Digging"
11,"for apples, yer honour!”"
11,""
11,"“Digging for apples, indeed!” said the Rabbit angrily. “Here! Come and"
11,"help me out of _this!_” (Sounds of more broken glass.)"
11,""
11,"“Now tell me, Pat, what’s that in the window?”"
11,""
11,"“Sure, it’s an arm, yer honour!” (He pronounced it “arrum.”)"
11,""
11,"“An arm, you goose! Who ever saw one that size? Why, it fills the whole"
11,"window!”"
11,""
11,"“Sure, it does, yer honour: but it’s an arm for all that.”"
11,""
11,"“Well, it’s got no business there, at any rate: go and take it away!”"
11,""
11,"There was a long silence after this, and Alice could only hear whispers"
11,"now and then; such as, “Sure, I don’t like it, yer honour, at all, at"
11,"all!” “Do as I tell you, you coward!” and at last she spread out her"
11,"hand again, and made another snatch in the air. This time there were"
11,"_two_ little shrieks, and more sounds of broken glass. “What a number"
11,"of cucumber-frames there must be!” thought Alice. “I wonder what"
11,"they’ll do next! As for pulling me out of the window, I only wish they"
11,"_could!_ I’m sure _I_ don’t want to stay in here any longer!”"
11,""
11,"She waited for some time without hearing anything more: at last came a"
11,"rumbling of little cartwheels, and the sound of a good many voices all"
11,"talking together: she made out the words: “Where’s the other"
11,"ladder?—Why, I hadn’t to bring but one; Bill’s got the other—Bill!"
11,"fetch it here, lad!—Here, put ’em up at this corner—No, tie ’em"
11,"together first—they don’t reach half high enough yet—Oh! they’ll do"
11,"well enough; don’t be particular—Here, Bill! catch hold of this"
11,"rope—Will the roof bear?—Mind that loose slate—Oh, it’s coming down!"
11,"Heads below!” (a loud crash)—“Now, who did that?—It was Bill, I"
11,"fancy—Who’s to go down the chimney?—Nay, _I_ shan’t! _You_ do"
11,"it!—_That_ I won’t, then!—Bill’s to go down—Here, Bill! the master says"
11,"you’re to go down the chimney!”"
11,""
11,"“Oh! So Bill’s got to come down the chimney, has he?” said Alice to"
11,"herself. “Shy, they seem to put everything upon Bill! I wouldn’t be in"
11,"Bill’s place for a good deal: this fireplace is narrow, to be sure; but"
11,"I _think_ I can kick a little!”"
11,""
11,"She drew her foot as far down the chimney as she could, and waited till"
11,"she heard a little animal (she couldn’t guess of what sort it was)"
11,"scratching and scrambling about in the chimney close above her: then,"
11,"saying to herself “This is Bill,” she gave one sharp kick, and waited"
11,"to see what would happen next."
11,""
11,"The first thing she heard was a general chorus of “There goes Bill!”"
11,"then the Rabbit’s voice along—“Catch him, you by the hedge!” then"
11,"silence, and then another confusion of voices—“Hold up his head—Brandy"
11,"now—Don’t choke him—How was it, old fellow? What happened to you? Tell"
11,"us all about it!”"
11,""
11,"Last came a little feeble, squeaking voice, (“That’s Bill,” thought"
11,"Alice,) “Well, I hardly know—No more, thank ye; I’m better now—but I’m"
11,"a deal too flustered to tell you—all I know is, something comes at me"
11,"like a Jack-in-the-box, and up I goes like a sky-rocket!”"
11,""
11,"“So you did, old fellow!” said the others."
11,""
11,"“We must burn the house down!” said the Rabbit’s voice; and Alice"
11,"called out as loud as she could, “If you do, I’ll set Dinah at you!”"
11,""
11,"There was a dead silence instantly, and Alice thought to herself, “I"
11,"wonder what they _will_ do next! If they had any sense, they’d take the"
11,"roof off.” After a minute or two, they began moving about again, and"
11,"Alice heard the Rabbit say, “A barrowful will do, to begin with.”"
11,""
11,"“A barrowful of _what?_” thought Alice; but she had not long to doubt,"
11,"for the next moment a shower of little pebbles came rattling in at the"
11,"window, and some of them hit her in the face. “I’ll put a stop to"
11,"this,” she said to herself, and shouted out, “You’d better not do that"
11,"again!” which produced another dead silence."
11,""
11,"Alice noticed with some surprise that the pebbles were all turning into"
11,"little cakes as they lay on the floor, and a bright idea came into her"
11,"head. “If I eat one of these cakes,” she thought, “it’s sure to make"
11,"_some_ change in my size; and as it can’t possibly make me larger, it"
11,"must make me smaller, I suppose.”"
11,""
11,"So she swallowed one of the cakes, and was delighted to find that she"
11,"began shrinking directly. As soon as she was small enough to get"
11,"through the door, she ran out of the house, and found quite a crowd of"
11,"little animals and birds waiting outside. The poor little Lizard, Bill,"
11,"was in the middle, being held up by two guinea-pigs, who were giving it"
11,"something out of a bottle. They all made a rush at Alice the moment she"
11,"appeared; but she ran off as hard as she could, and soon found herself"
11,"safe in a thick wood."
11,""
11,"“The first thing I’ve got to do,” said Alice to herself, as she"
11,"wandered about in the wood, “is to grow to my right size again; and the"
11,"second thing is to find my way into that lovely garden. I think that"
11,"will be the best plan.”"
11,""
11,"It sounded an excellent plan, no doubt, and very neatly and simply"
11,"arranged; the only difficulty was, that she had not the smallest idea"
11,"how to set about it; and while she was peering about anxiously among"
11,"the trees, a little sharp bark just over her head made her look up in a"
11,"great hurry."
11,""
11,"An enormous puppy was looking down at her with large round eyes, and"
11,"feebly stretching out one paw, trying to touch her. “Poor little"
11,"thing!” said Alice, in a coaxing tone, and she tried hard to whistle to"
11,"it; but she was terribly frightened all the time at the thought that it"
11,"might be hungry, in which case it would be very likely to eat her up in"
11,"spite of all her coaxing."
11,""
11,"Hardly knowing what she did, she picked up a little bit of stick, and"
11,"held it out to the puppy; whereupon the puppy jumped into the air off"
11,"all its feet at once, with a yelp of delight, and rushed at the stick,"
11,"and made believe to worry it; then Alice dodged behind a great thistle,"
11,"to keep herself from being run over; and the moment she appeared on the"
11,"other side, the puppy made another rush at the stick, and tumbled head"
11,"over heels in its hurry to get hold of it; then Alice, thinking it was"
11,"very like having a game of play with a cart-horse, and expecting every"
11,"moment to be trampled under its feet, ran round the thistle again; then"
11,"the puppy began a series of short charges at the stick, running a very"
11,"little way forwards each time and a long way back, and barking hoarsely"
11,"all the while, till at last it sat down a good way off, panting, with"
11,"its tongue hanging out of its mouth, and its great eyes half shut."
11,""
11,"This seemed to Alice a good opportunity for making her escape; so she"
11,"set off at once, and ran till she was quite tired and out of breath,"
11,"and till the puppy’s bark sounded quite faint in the distance."
11,""
11,"“And yet what a dear little puppy it was!” said Alice, as she leant"
11,"against a buttercup to rest herself, and fanned herself with one of the"
11,"leaves: “I should have liked teaching it tricks very much, if—if I’d"
11,"only been the right size to do it! Oh dear! I’d nearly forgotten that"
11,"I’ve got to grow up again! Let me see—how _is_ it to be managed? I"
11,"suppose I ought to eat or drink something or other; but the great"
11,"question is, what?”"
11,""
11,"The great question certainly was, what? Alice looked all round her at"
11,"the flowers and the blades of grass, but she did not see anything that"
11,"looked like the right thing to eat or drink under the circumstances."
11,"There was a large mushroom growing near her, about the same height as"
11,"herself; and when she had looked under it, and on both sides of it, and"
11,"behind it, it occurred to her that she might as well look and see what"
11,"was on the top of it."
11,""
11,"She stretched herself up on tiptoe, and peeped over the edge of the"
11,"mushroom, and her eyes immediately met those of a large blue"
11,"caterpillar, that was sitting on the top with its arms folded, quietly"
11,"smoking a long hookah, and taking not the smallest notice of her or of"
11,"anything else."
11,""
11,""
11,""
11,""
11,"CHAPTER V."
11,"Advice from a Caterpillar"
11,""
11,""
11,"The Caterpillar and Alice looked at each other for some time in"
11,"silence: at last the Caterpillar took the hookah out of its mouth, and"
11,"addressed her in a languid, sleepy voice."
11,""
11,"“Who are _you?_” said the Caterpillar."
11,""
11,"This was not an encouraging opening for a conversation. Alice replied,"
11,"rather shyly, “I—I hardly know, sir, just at present—at least I know"
11,"who I _was_ when I got up this morning, but I think I must have been"
11,"changed several times since then.”"
11,""
11,"“What do you mean by that?” said the Caterpillar sternly. “Explain"
11,"yourself!”"
11,""
11,"“I can’t explain _myself_, I’m afraid, sir,” said Alice, “because I’m"
11,"not myself, you see.”"
11,""
11,"“I don’t see,” said the Caterpillar."
11,""
11,"“I’m afraid I can’t put it more clearly,” Alice replied very politely,"
11,"“for I can’t understand it myself to begin with; and being so many"
11,"different sizes in a day is very confusing.”"
11,""
11,"“It isn’t,” said the Caterpillar."
11,""
11,"“Well, perhaps you haven’t found it so yet,” said Alice; “but when you"
11,"have to turn into a chrysalis—you will some day, you know—and then"
11,"after that into a butterfly, I should think you’ll feel it a little"
11,"queer, won’t you?”"
11,""
11,"“Not a bit,” said the Caterpillar."
11,""
11,"“Well, perhaps your feelings may be different,” said Alice; “all I know"
11,"is, it would feel very queer to _me_.”"
11,""
11,"“You!” said the Caterpillar contemptuously. “Who are _you?_”"
11,""
11,"Which brought them back again to the beginning of the conversation."
11,"Alice felt a little irritated at the Caterpillar’s making such _very_"
11,"short remarks, and she drew herself up and said, very gravely, “I"
11,"think, you ought to tell me who _you_ are, first.”"
11,""
11,"“Why?” said the Caterpillar."
11,""
11,"Here was another puzzling question; and as Alice could not think of any"
11,"good reason, and as the Caterpillar seemed to be in a _very_ unpleasant"
11,"state of mind, she turned away."
11,""
11,"“Come back!” the Caterpillar called after her. “I’ve something"
11,"important to say!”"
11,""
11,"This sounded promising, certainly: Alice turned and came back again."
11,""
11,"“Keep your temper,” said the Caterpillar."
11,""
11,"“Is that all?” said Alice, swallowing down her anger as well as she"
11,"could."
11,""
11,"“No,” said the Caterpillar."
11,""
11,"Alice thought she might as well wait, as she had nothing else to do,"
11,"and perhaps after all it might tell her something worth hearing. For"
11,"some minutes it puffed away without speaking, but at last it unfolded"
11,"its arms, took the hookah out of its mouth again, and said, “So you"
11,"think you’re changed, do you?”"
11,""
11,"“I’m afraid I am, sir,” said Alice; “I can’t remember things as I"
11,"used—and I don’t keep the same size for ten minutes together!”"
11,""
11,"“Can’t remember _what_ things?” said the Caterpillar."
11,""
11,"“Well, I’ve tried to say “How doth the little busy bee,” but it all"
11,"came different!” Alice replied in a very melancholy voice."
11,""
11,"“Repeat, “_You are old, Father William_,’” said the Caterpillar."
11,""
11,"Alice folded her hands, and began:—"
11,""
11,"“You are old, Father William,” the young man said,"
11,"    “And your hair has become very white;"
11,"And yet you incessantly stand on your head—"
11,"    Do you think, at your age, it is right?”"
11,""
11,"“In my youth,” Father William replied to his son,"
11,"    “I feared it might injure the brain;"
11,"But, now that I’m perfectly sure I have none,"
11,"    Why, I do it again and again.”"
11,""
11,"“You are old,” said the youth, “as I mentioned before,"
11,"    And have grown most uncommonly fat;"
11,"Yet you turned a back-somersault in at the door—"
11,"    Pray, what is the reason of that?”"
11,""
11,"“In my youth,” said the sage, as he shook his grey locks,"
11,"    “I kept all my limbs very supple"
11,"By the use of this ointment—one shilling the box—"
11,"    Allow me to sell you a couple?”"
11,""
11,"“You are old,” said the youth, “and your jaws are too weak"
11,"    For anything tougher than suet;"
11,"Yet you finished the goose, with the bones and the beak—"
11,"    Pray, how did you manage to do it?”"
11,""
11,"“In my youth,” said his father, “I took to the law,"
11,"    And argued each case with my wife;"
11,"And the muscular strength, which it gave to my jaw,"
11,"    Has lasted the rest of my life.”"
11,""
11,"“You are old,” said the youth, “one would hardly suppose"
11,"    That your eye was as steady as ever;"
11,"Yet you balanced an eel on the end of your nose—"
11,"    What made you so awfully clever?”"
11,""
11,"“I have answered three questions, and that is enough,”"
11,"    Said his father; “don’t give yourself airs!"
11,"Do you think I can listen all day to such stuff?"
11,"    Be off, or I’ll kick you down stairs!”"
11,""
11,""
11,"“That is not said right,” said the Caterpillar."
11,""
11,"“Not _quite_ right, I’m afraid,” said Alice, timidly; “some of the"
11,"words have got altered.”"
11,""
11,"“It is wrong from beginning to end,” said the Caterpillar decidedly,"
11,"and there was silence for some minutes."
11,""
11,"The Caterpillar was the first to speak."
11,""
11,"“What size do you want to be?” it asked."
11,""
11,"“Oh, I’m not particular as to size,” Alice hastily replied; “only one"
11,"doesn’t like changing so often, you know.”"
11,""
11,"“I _don’t_ know,” said the Caterpillar."
11,""
11,"Alice said nothing: she had never been so much contradicted in her life"
11,"before, and she felt that she was losing her temper."
11,""
11,"“Are you content now?” said the Caterpillar."
11,""
11,"“Well, I should like to be a _little_ larger, sir, if you wouldn’t"
11,"mind,” said Alice: “three inches is such a wretched height to be.”"
11,""
11,"“It is a very good height indeed!” said the Caterpillar angrily,"
11,"rearing itself upright as it spoke (it was exactly three inches high)."
11,""
11,"“But I’m not used to it!” pleaded poor Alice in a piteous tone. And she"
11,"thought of herself, “I wish the creatures wouldn’t be so easily"
11,"offended!”"
11,""
11,"“You’ll get used to it in time,” said the Caterpillar; and it put the"
11,"hookah into its mouth and began smoking again."
11,""
11,"This time Alice waited patiently until it chose to speak again. In a"
11,"minute or two the Caterpillar took the hookah out of its mouth and"
11,"yawned once or twice, and shook itself. Then it got down off the"
11,"mushroom, and crawled away in the grass, merely remarking as it went,"
11,"“One side will make you grow taller, and the other side will make you"
11,"grow shorter.”"
11,""
11,"“One side of _what?_ The other side of _what?_” thought Alice to"
11,"herself."
11,""
11,"“Of the mushroom,” said the Caterpillar, just as if she had asked it"
11,"aloud; and in another moment it was out of sight."
11,""
11,"Alice remained looking thoughtfully at the mushroom for a minute,"
11,"trying to make out which were the two sides of it; and as it was"
11,"perfectly round, she found this a very difficult question. However, at"
11,"last she stretched her arms round it as far as they would go, and broke"
11,"off a bit of the edge with each hand."
11,""
11,"“And now which is which?” she said to herself, and nibbled a little of"
11,"the right-hand bit to try the effect: the next moment she felt a"
11,"violent blow underneath her chin: it had struck her foot!"
11,""
11,"She was a good deal frightened by this very sudden change, but she felt"
11,"that there was no time to be lost, as she was shrinking rapidly; so she"
11,"set to work at once to eat some of the other bit. Her chin was pressed"
11,"so closely against her foot, that there was hardly room to open her"
11,"mouth; but she did it at last, and managed to swallow a morsel of the"
11,"lefthand bit."
11,""
11,"*      *      *      *      *      *      *"
11,""
11,"    *      *      *      *      *      *"
11,""
11,"*      *      *      *      *      *      *"
11,""
11,""
11,"“Come, my head’s free at last!” said Alice in a tone of delight, which"
11,"changed into alarm in another moment, when she found that her shoulders"
11,"were nowhere to be found: all she could see, when she looked down, was"
11,"an immense length of neck, which seemed to rise like a stalk out of a"
11,"sea of green leaves that lay far below her."
11,""
11,"“What _can_ all that green stuff be?” said Alice. “And where _have_ my"
11,"shoulders got to? And oh, my poor hands, how is it I can’t see you?”"
11,"She was moving them about as she spoke, but no result seemed to follow,"
11,"except a little shaking among the distant green leaves."
11,""
11,"As there seemed to be no chance of getting her hands up to her head,"
11,"she tried to get her head down to them, and was delighted to find that"
11,"her neck would bend about easily in any direction, like a serpent. She"
11,"had just succeeded in curving it down into a graceful zigzag, and was"
11,"going to dive in among the leaves, which she found to be nothing but"
11,"the tops of the trees under which she had been wandering, when a sharp"
11,"hiss made her draw back in a hurry: a large pigeon had flown into her"
11,"face, and was beating her violently with its wings."
11,""
11,"“Serpent!” screamed the Pigeon."
11,""
11,"“I’m _not_ a serpent!” said Alice indignantly. “Let me alone!”"
11,""
11,"“Serpent, I say again!” repeated the Pigeon, but in a more subdued"
11,"tone, and added with a kind of sob, “I’ve tried every way, and nothing"
11,"seems to suit them!”"
11,""
11,"“I haven’t the least idea what you’re talking about,” said Alice."
11,""
11,"“I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried"
11,"hedges,” the Pigeon went on, without attending to her; “but those"
11,"serpents! There’s no pleasing them!”"
11,""
11,"Alice was more and more puzzled, but she thought there was no use in"
11,"saying anything more till the Pigeon had finished."
11,""
11,"“As if it wasn’t trouble enough hatching the eggs,” said the Pigeon;"
11,"“but I must be on the look-out for serpents night and day! Why, I"
11,"haven’t had a wink of sleep these three weeks!”"
11,""
11,"“I’m very sorry you’ve been annoyed,” said Alice, who was beginning to"
11,"see its meaning."
11,""
11,"“And just as I’d taken the highest tree in the wood,” continued the"
11,"Pigeon, raising its voice to a shriek, “and just as I was thinking I"
11,"should be free of them at last, they must needs come wriggling down"
11,"from the sky! Ugh, Serpent!”"
11,""
11,"“But I’m _not_ a serpent, I tell you!” said Alice. “I’m a—I’m a—”"
11,""
11,"“Well! _What_ are you?” said the Pigeon. “I can see you’re trying to"
11,"invent something!”"
11,""
11,"“I—I’m a little girl,” said Alice, rather doubtfully, as she remembered"
11,"the number of changes she had gone through that day."
11,""
11,"“A likely story indeed!” said the Pigeon in a tone of the deepest"
11,"contempt. “I’ve seen a good many little girls in my time, but never"
11,"_one_ with such a neck as that! No, no! You’re a serpent; and there’s"
11,"no use denying it. I suppose you’ll be telling me next that you never"
11,"tasted an egg!”"
11,""
11,"“I _have_ tasted eggs, certainly,” said Alice, who was a very truthful"
11,"child; “but little girls eat eggs quite as much as serpents do, you"
11,"know.”"
11,""
11,"“I don’t believe it,” said the Pigeon; “but if they do, why then"
11,"they’re a kind of serpent, that’s all I can say.”"
11,""
11,"This was such a new idea to Alice, that she was quite silent for a"
11,"minute or two, which gave the Pigeon the opportunity of adding, “You’re"
11,"looking for eggs, I know _that_ well enough; and what does it matter to"
11,"me whether you’re a little girl or a serpent?”"
11,""
11,"“It matters a good deal to _me_,” said Alice hastily; “but I’m not"
11,"looking for eggs, as it happens; and if I was, I shouldn’t want"
11,"_yours_: I don’t like them raw.”"
11,""
11,"“Well, be off, then!” said the Pigeon in a sulky tone, as it settled"
11,"down again into its nest. Alice crouched down among the trees as well"
11,"as she could, for her neck kept getting entangled among the branches,"
11,"and every now and then she had to stop and untwist it. After a while"
11,"she remembered that she still held the pieces of mushroom in her hands,"
11,"and she set to work very carefully, nibbling first at one and then at"
11,"the other, and growing sometimes taller and sometimes shorter, until"
11,"she had succeeded in bringing herself down to her usual height."
11,""
11,"It was so long since she had been anything near the right size, that it"
11,"felt quite strange at first; but she got used to it in a few minutes,"
11,"and began talking to herself, as usual. “Come, there’s half my plan"
11,"done now! How puzzling all these changes are! I’m never sure what I’m"
11,"going to be, from one minute to another! However, I’ve got back to my"
11,"right size: the next thing is, to get into that beautiful garden—how"
11,"_is_ that to be done, I wonder?” As she said this, she came suddenly"
11,"upon an open place, with a little house in it about four feet high."
11,"“Whoever lives there,” thought Alice, “it’ll never do to come upon them"
11,"_this_ size: why, I should frighten them out of their wits!” So she"
11,"began nibbling at the righthand bit again, and did not venture to go"
11,"near the house till she had brought herself down to nine inches high."
11,""
11,""
11,""
11,""
11,"CHAPTER VI."
11,"Pig and Pepper"
11,""
11,""
11,"For a minute or two she stood looking at the house, and wondering what"
11,"to do next, when suddenly a footman in livery came running out of the"
11,"wood—(she considered him to be a footman because he was in livery:"
11,"otherwise, judging by his face only, she would have called him a"
11,"fish)—and rapped loudly at the door with his knuckles. It was opened by"
11,"another footman in livery, with a round face, and large eyes like a"
11,"frog; and both footmen, Alice noticed, had powdered hair that curled"
11,"all over their heads. She felt very curious to know what it was all"
11,"about, and crept a little way out of the wood to listen."
11,""
11,"The Fish-Footman began by producing from under his arm a great letter,"
11,"nearly as large as himself, and this he handed over to the other,"
11,"saying, in a solemn tone, “For the Duchess. An invitation from the"
11,"Queen to play croquet.” The Frog-Footman repeated, in the same solemn"
11,"tone, only changing the order of the words a little, “From the Queen."
11,"An invitation for the Duchess to play croquet.”"
11,""
11,"Then they both bowed low, and their curls got entangled together."
11,""
11,"Alice laughed so much at this, that she had to run back into the wood"
11,"for fear of their hearing her; and when she next peeped out the"
11,"Fish-Footman was gone, and the other was sitting on the ground near the"
11,"door, staring stupidly up into the sky."
11,""
11,"Alice went timidly up to the door, and knocked."
11,""
11,"“There’s no sort of use in knocking,” said the Footman, “and that for"
11,"two reasons. First, because I’m on the same side of the door as you"
11,"are; secondly, because they’re making such a noise inside, no one could"
11,"possibly hear you.” And certainly there _was_ a most extraordinary"
11,"noise going on within—a constant howling and sneezing, and every now"
11,"and then a great crash, as if a dish or kettle had been broken to"
11,"pieces."
11,""
11,"“Please, then,” said Alice, “how am I to get in?”"
11,""
11,"“There might be some sense in your knocking,” the Footman went on"
11,"without attending to her, “if we had the door between us. For instance,"
11,"if you were _inside_, you might knock, and I could let you out, you"
11,"know.” He was looking up into the sky all the time he was speaking, and"
11,"this Alice thought decidedly uncivil. “But perhaps he can’t help it,”"
11,"she said to herself; “his eyes are so _very_ nearly at the top of his"
11,"head. But at any rate he might answer questions.—How am I to get in?”"
11,"she repeated, aloud."
11,""
11,"“I shall sit here,” the Footman remarked, “till tomorrow—”"
11,""
11,"At this moment the door of the house opened, and a large plate came"
11,"skimming out, straight at the Footman’s head: it just grazed his nose,"
11,"and broke to pieces against one of the trees behind him."
11,""
11,"“—or next day, maybe,” the Footman continued in the same tone, exactly"
11,"as if nothing had happened."
11,""
11,"“How am I to get in?” asked Alice again, in a louder tone."
11,""
11,"“_Are_ you to get in at all?” said the Footman. “That’s the first"
11,"question, you know.”"
11,""
11,"It was, no doubt: only Alice did not like to be told so. “It’s really"
11,"dreadful,” she muttered to herself, “the way all the creatures argue."
11,"It’s enough to drive one crazy!”"
11,""
11,"The Footman seemed to think this a good opportunity for repeating his"
11,"remark, with variations. “I shall sit here,” he said, “on and off, for"
11,"days and days.”"
11,""
11,"“But what am _I_ to do?” said Alice."
11,""
11,"“Anything you like,” said the Footman, and began whistling."
11,""
11,"“Oh, there’s no use in talking to him,” said Alice desperately: “he’s"
11,"perfectly idiotic!” And she opened the door and went in."
11,""
11,"The door led right into a large kitchen, which was full of smoke from"
11,"one end to the other: the Duchess was sitting on a three-legged stool"
11,"in the middle, nursing a baby; the cook was leaning over the fire,"
11,"stirring a large cauldron which seemed to be full of soup."
11,""
11,"“There’s certainly too much pepper in that soup!” Alice said to"
11,"herself, as well as she could for sneezing."
11,""
11,"There was certainly too much of it in the air. Even the Duchess sneezed"
11,"occasionally; and as for the baby, it was sneezing and howling"
11,"alternately without a moment’s pause. The only things in the kitchen"
11,"that did not sneeze, were the cook, and a large cat which was sitting"
11,"on the hearth and grinning from ear to ear."
11,""
11,"“Please would you tell me,” said Alice, a little timidly, for she was"
11,"not quite sure whether it was good manners for her to speak first, “why"
11,"your cat grins like that?”"
11,""
11,"“It’s a Cheshire cat,” said the Duchess, “and that’s why. Pig!”"
11,""
11,"She said the last word with such sudden violence that Alice quite"
11,"jumped; but she saw in another moment that it was addressed to the"
11,"baby, and not to her, so she took courage, and went on again:—"
11,""
11,"“I didn’t know that Cheshire cats always grinned; in fact, I didn’t"
11,"know that cats _could_ grin.”"
11,""
11,"“They all can,” said the Duchess; “and most of ’em do.”"
11,""
